,Tweet,HS,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Gender
3228,sugeng siang mas                 ab,0,0,0,0,0,0
3229,aryprasetyo rizmaya yradianto c r main tik tok,0,0,0,0,0,0
3230,johnhendrik mutualan mbak taruh kalah rambut kilau deh cmiww cerita mumpung santai sibuk,0,0,0,0,0,0
3231,johnhendrik,0,0,0,0,0,0
3232,johnhendrik mbak,0,0,0,0,0,0
3233,prastow amin,0,0,0,0,0,0
3234,c ajimahameru eh bidadari mungil banget,0,0,0,0,0,0
3235,arang sajak banget roy ngamati kerja rekam jejak,1,0,1,0,0,0
3236,tunggu umum komisi pemelihan ngamati kerja calon gadang gadang presiden dukung jokowi jabat                 l,0,0,0,0,0,0
3237,puspaswarna biar mbak puspa,0,0,0,0,0,0
3238,mbak puspaswarna cmiww,0,0,0,0,0,0
3239,hadiiirrr pagi                 ns,0,0,0,0,0,0
3240,sepe inya aja boikot somad naik kunjung wisatawan singapura anggap negara peduli aman warga indonesia                 i,0,0,0,0,0,0
3242,waa bagi,0,0,0,0,0,0
3243,joko gusman ekokuntadhi pamit hidup main twitter rl mesti imbang cu happy pekan sehat waras semangat,0,0,0,0,0,0
3244,joko gusman ekokuntadhi bicara tutup formula e singapura ya                 os,1,1,0,0,0,0
3245,joko gusman ekokuntadhi cerah                 si,1,1,0,0,0,0
3246,oh mama doggy satu lihat,0,0,0,0,0,0
3247,titip in ya gemoyy bangeeetttt,0,0,0,0,0,0
3248,izin mentwit basuki infrastruktur ya min ambil pagiiii                 vr f f,0,0,0,0,0,0
3249,guling bulu nih nama,0,0,0,0,0,0
3250,somad atuh,1,1,0,0,0,0
3251,saropudinade ekokuntadhi ganti esemka proyek susilo bambang yudhoyono roy sukro oh ya mobdin wali kota semarang tentara nasional indonesia au pakai esemka lo                 yrblqw t c,1,0,1,0,0,0
3252,saropudinade ekokuntadhi rawan menteri korupsi ya hukum pandang bulu udahan nih bahas somad bonus nih                 iya,1,1,0,0,0,0
3253,ekokuntadhi mas menteri rencana masuk mas eko info iya salah bius be dimedsos waras kalah                 p,0,0,0,0,0,0
3254,aamiinkan,0,0,0,0,0,0
3255,pagiii mbak bandit psi,0,0,0,0,0,0
3256,sergio ekokuntadhi islam bela uji semester singapura rangka dakwah undang tugas negara,1,0,1,1,0,0
3257,saropudinade ekokuntadhi somad,0,0,0,0,0,0
3258,saropudinade ekokuntadhi alih isu pe pikir senang jadi rusak hubung tetangga pikir kesana ya,0,0,0,0,0,0
3259,sipil militer,0,0,0,0,0,0
3260,saropudinade ekokuntadhi nih tambah hukum pikir dukung perintah sah bera i dukung koruptor tagar save juli batubara save mas bela akal sehat emosi                 k c,0,0,0,0,0,0
3261,asyik,0,0,0,0,0,0
3262,om simak nih,0,0,0,0,0,0
3263,selamat pagi nusantara,0,0,0,0,0,0
3264,djajakus soraya fadyanova alvaruslina innalilahi wa inna ilaihi raji uji nasional al fatihah moga ibunda hj baik sis keluarga tinggal tabah dukacita,0,0,0,0,0,0
3265,ekokuntadhi                 c e,0,0,0,0,0,0
3266,ngabisin susu strawberry,0,0,0,0,0,0
3267,bangun tidur tidur sore,0,0,0,0,0,0
3268,selamat pagi selamat ulang tetap sehat tetap kuat rencana sungguh                 r,0,0,0,0,0,0
3269,hadiiirrr,0,0,0,0,0,0
3270,ekokuntadhi negara provokasi mas eko lebay,0,0,0,0,0,0
3271,ekokuntadhi presiden singapura muslim jadi mustahil negara daftar hitam                 il,1,0,1,0,0,0
3272,orang singapura niat,1,1,0,0,0,0
3273,ekokuntadhi madura ya ini darah makan haram bera i tindak nya negara daftar hitam tindak negara daftar hitam,1,0,1,0,0,0
3274,ekokuntadhi tuan rumah tolak paksa                 gue k o sn,0,0,0,0,0,0
3275,ekokuntadhi cina kafir,1,1,0,1,1,0
3276,saropudinade ekokuntadhi tangkap tahan bukti perintah jokowi korupsi cebong indikator kualitas lingkung cikal hewan be asbih rabbnya                 wphhhsinsg,1,1,0,0,0,0
3277,bandit santorinissun surga urus mulut jaga,0,0,0,0,0,0
3278,ekokuntadhi kira,0,0,0,0,0,0
3279,tau mbak rara tau sewa,0,0,0,0,0,0
3280,santorinissun sewa rugi bandar,0,0,0,0,0,0
3281,nyaiibubu c ajimahameru kecebong be asbih rabbnya islam indikator lingkung lingkung cemar kecebong                 wphhhsinsg,1,1,0,0,0,0
3282,c ajimahameru makan darah tulis makan darah bera i makan marus makan marus haram umat muslim kocak,0,0,0,0,0,0
3283,singapura,1,0,1,0,0,0
3284,gubernur                 cd f,0,0,0,0,0,0
3285,ekokuntadhi iya ya,0,0,0,0,0,0
3286,kayak                 maaf t iya,0,0,0,0,0,0
3288,tuhan suka                 vy jvg it,0,0,0,0,0,0
3289,ekokuntadhi terima kasih maki diri,0,0,0,0,0,0
3290,ekokuntadhi bela orang pura tau tuju fi bego tembus batas hus hus hus pergi,1,1,0,0,0,0
3291,ekokuntadhi bonus nih kadrun goblok tuduh era presiden jokowi nih baca bacot                 skzcobgti,1,1,0,0,0,0
3292,wiena kinasih alisyarief ica singapura drun                 skzcobgti,1,0,1,0,0,0
3293,ekokuntadhi jawab oke pe anyaan sederhana tuju somad singapura,0,0,0,0,0,0
3294,ekokuntadhi gobblokkk dampak somad indonesia,0,0,0,0,0,0
3295,guna masker disiplin pola hidup sehat,0,0,0,0,0,0
3296,ekokuntadhi sepe i tau dampak somad indonesia                 kf,0,0,0,0,0,0
3297,saropudinade ekokuntadhi                 b ag p,0,0,0,0,0,0
3298,ekokuntadhi pindah gih gurun,0,0,0,0,0,0
3299,ngawal jokowi                 bas,0,0,0,0,0,0
3300,eh jamin an mutu pikir                 pp,1,1,0,0,0,0
3301,office boy p,0,0,0,0,0,0
3302,innalilahi wa inna ilaihi raji uji nasional al fatihah dukacita dalam dalam moga almarhum baik sis amin keluarga tinggal tabah,0,0,0,0,0,0
3303,erickthohir erick catat calon presiden ganti jokowi                 o,0,0,0,0,0,0
3304,cowok pintar beli gratis,0,0,0,0,0,0
3305,islam golong masuk surga agama hati akal,0,0,0,0,0,0
3306,saudara kawan,0,0,0,0,0,0
3307,tajam asah temu ketemu rencana tuhan indah                 h,1,1,0,0,0,0
3308,kocak komennya,0,0,0,0,0,0
3309,dwioktariyadi space hubung indonesia,0,0,0,0,0,0
3310,calon mantu,0,0,0,0,0,0
3311,sapi pagi mbak nancy                 gue,0,0,0,0,0,0
3313,acieee ayo ayo ayo,0,0,0,0,0,0
3314,anies kh,1,0,1,1,0,0
3315,ikut gue malu ya                 hu qk,0,0,0,0,0,0
3316,makna bangkit asa negatif positif bangkit selamat bangkit kawan ayo bangkit                 thread starter,0,0,0,0,0,0
3317,selamat anjing kang agus                 gue,1,1,0,0,0,0
3318,kristen,0,0,0,0,0,0
3319,asmara anies bonus,1,0,1,0,0,0
3320,pagiiii,0,0,0,0,0,0
3321,gue bicara perangin islam pakai huruf kapital agama ya hormat agama gue perangin ngulamak tebar benci hoaks,1,1,0,1,0,0
3322,edit mbak                 ib,0,0,0,0,0,0
3323,hasan ceramah provokator iya,0,0,0,0,0,0
3324,oy,0,0,0,0,0,0
3325,diam vaksin,0,0,0,0,0,0
3326,congratz,0,0,0,0,0,0
3327,j,0,0,0,0,0,0
3328,tahu ya                 yrblqw t c,0,0,0,0,0,0
3329,iya mutualan sahabat asyik lo orang bobby risakotta,0,0,0,0,0,0
3330,cupidlucky ajar singapura be indak somad munafik haram vaksin syarat pergi vaksin,0,0,0,0,0,0
3331,air putih telah lupa sikat gigi biar gigi bersih,0,0,0,0,0,0
3332,santorinissun cek batang jawa,0,0,0,0,0,0
3333,kresna santorinissun september oh ya gue peduli masyarakat tindak kecuali,1,1,0,0,0,0
3334,bashofi basyirppib msaid didu yodah pakai logika ya bumi allah minggu pakai mesjid ya bakti,0,0,0,0,0,0
3335,ariefnott inkaputri bobbyandhika,0,0,0,0,0,0
3336,bashofi basyirppib msaid didu bumi allah atur tiap negara negeri pakai renang diam,0,0,0,0,0,0
3337,ariefnott inkaputri bobbyandhika hmmmm golong,0,0,0,0,0,0
3338,ariefnott inkaputri bobbyandhika cup pe anggungjawabkan ya allah sumpah te inggi muslim,0,0,0,0,0,0
3339,ariefnott inkaputri bobbyandhika allah,0,0,0,0,0,0
3340,ariefnott inkaputri bobbyandhika allah,0,0,0,0,0,0
3341,bobby risakotta amin,0,0,0,0,0,0
3342,yess sahabat bang bir bang bobby risakotta asyik orang beliau kenal trinity bang bir,1,1,0,0,0,0
3343,ariefnott inkaputri bobbyandhika malu bang lebaran selesai bikin hoaks sila pe anggungjawabkan jempol waktu adil te inggi,0,0,0,0,0,0
3344,jalan tempat,0,0,0,0,0,0
3345,santorinissun diketawain bangkeee                 ks,0,0,0,0,0,0
3346,jokowi indonesia trinity korban bom samarinda bintang bangkit tata hidup,0,0,0,0,0,0
3347,bayang,0,0,0,0,0,0
3348,leonita lestari the new front bela islam                 h,0,0,0,0,0,0
3349,pagi frankz                 z,0,0,0,0,0,0
3350,guna tengkar gara                 fz,0,0,0,0,0,0
3351,santorinissun,0,0,0,0,0,0
3352,sekak ster                 si cx,0,0,0,0,0,0
3353,rapi  pulang monstaaaaaa pulaaangg,0,0,0,0,0,0
3354,dauph bonus nih                 o b r,1,1,0,0,0,0
3355,yess,0,0,0,0,0,0
3356,msaid didu ya,0,0,0,0,0,0
3357,film baru sila pic fannya sayang                 bawa,1,1,0,0,0,0
3358,raya ulang negara kafeeerrr dobel salah dasar ngustadz bangkeee bikin ribet,1,1,0,0,0,0
3360,yan ubah cute syuting c the tayang syuting                 k,0,0,0,0,0,0
3361,ajar agama islam rasulullah ajar ketuk pintu izin pasuk rumah orang izin paksa masuk selamat pagi indonesia,0,0,0,0,0,0
3363,monsterhiphoop,0,0,0,0,0,0
3364,jintogel ha suka a,0,0,0,0,0,0
3365,tinggal tunggu benar demo ujung nya salah turun jokowi                 vv,1,1,0,0,0,0
3366,jalan jalan                 oj c wy,0,0,0,0,0,0
3367,jintogel centil banget hayo suka,0,0,0,0,0,0
3368,leonita lestari dewan wakil rakyat daerah banyak ai pedeipeh,0,0,0,0,0,0
3369,coba monsta monsterhiphoop hal tuju bla bla bla ifikasi halal,1,0,1,0,0,0
3370,perlu wisata halal tugas guide umat muslim mam mesjid tawar wisata asyik                 e,0,0,0,0,0,0
3371,ya                 p p,0,0,0,0,0,0
3372,licik salah eh ajak umat boikot dana kapal selam urus                 h,1,0,1,1,0,0
3373,bah tenggelam atuh,0,0,0,0,0,0
3374,batagor,0,0,0,0,0,0
3375,leonita lestari front bela islam gaya,0,0,0,0,0,0
3376,bicara sih,1,1,0,0,0,0
3377,buset guling bulu,0,0,0,0,0,0
3378,adab bicara beda,0,0,0,0,0,0
3379,mata keren hijau,0,0,0,0,0,0
3380,mbak tuhan yesus mei bentar angkat surga dunia kepooo,0,0,0,0,0,0
3381,yess hasil,0,0,0,0,0,0
3382,pagiiii from this to this basuki keren ya menteri sayang beliau ketua satu olga indonesia tau                 lawan tn,0,0,0,0,0,0
3383,hem,0,0,0,0,0,0
3384,selamat raya waisak mas bro,0,0,0,0,0,0
3385,sore,0,0,0,0,0,0
3386,yesss,0,0,0,0,0,0
3387,serasa raya waisak,1,1,0,0,0,0
3388,mbaaakkk cepat sembuh ya,0,0,0,0,0,0
3389,upil bang hidung selesai hidup,0,0,0,0,0,0
3390,panggil mas nama doang nih gue panggil                 hi h,0,0,0,0,0,0
3391,es,0,0,0,0,0,0
3394,marah marahiiinnn,0,0,0,0,0,0
3395,twit follow paham sisi,0,0,0,0,0,0
3396,bonus teriak turun jokowi,1,1,0,0,0,0
3398,ganteng,0,0,0,0,0,0
3399,demo siang gala dinner malam iman imin imbang                 e h gue,0,0,0,0,0,0
3402,iya negara hak lindung warga anggap ancam nih ngustadz sepe i ngelempar bola panas kayak alam depo asi                 j,0,0,0,0,0,0
3403,kanan kidal,0,0,0,0,0,0
3404,monstaaaaaa monsterhiphoop surat lamar pilih,0,0,0,0,0,0
3405,eh,0,0,0,0,0,0
3406,iya aahhh amin,0,0,0,0,0,0
3409,pas                 f zpukper,0,0,0,0,0,0
3410,video musik llestari hmmm                 f zpukper,0,0,0,0,0,0
3411,ingin kepooo,1,1,0,0,0,0
3413,cintaahhh monsta monsterhiphoop kayak,0,0,0,0,0,0
3414,obyek,0,0,0,0,0,0
3415,ya iya oktober,0,0,0,0,0,0
3416,seruanhl demo gih renang ya kesana biar dobel                 gue uz,1,1,0,0,0,0
3417,norak tampang model                 k,1,1,0,0,0,0
3418,jajan pasar selamat pagi,0,0,0,0,0,0
3419,pagiii mbieb mending tonton balap gala dinner bareng                 p z,0,0,0,0,0,0
3420,ayamsegar kayak seram                 lyi,0,0,0,0,0,0
3421,v sh,0,0,0,0,0,0
3422,kadrun nyinyir baju,1,1,0,0,0,0
3423,gigi sih cewek warga aku nikah suami pe sayang suami cinta                 intelligence quotient,0,0,0,0,0,0
3424,uji semester tahan depo asi ya alas                 uz uh,1,1,0,0,0,0
3425,laut,0,0,0,0,0,0
3426,om tabok om                 ft j,1,1,0,0,0,0
3427,keren hias terbang waisak candi borobudur                 ih os,0,0,0,0,0,0
3428,malaysia kagum lhaa kadrun nyinyir nikmat hasil kerja                 k,0,0,0,0,0,0
3429,halo whiskey,0,0,0,0,0,0
3430,kang kelapa,0,0,0,0,0,0
3431,birgaldo sinaga bang bobby sahabat bang birgaldo sinaga tah twitnya trinity bocah korban bom samarinda bikin mabuk agama bahaya terima kasih sedia be sayang twit abang keren enak umpan balik                 a,0,0,0,0,0,0
3432,bantu ya semangaattt,0,0,0,0,0,0
3433,santorinissun ya case ribet hidup,0,0,0,0,0,0
3434,santorinissun utang negara bu smi pikir ribet infrastruktur sila tau anak tembus                 e,1,1,0,0,0,0
3435,monstaaaaaa monsterhiphoop any komen pe mam,0,0,0,0,0,0
3436,bapak                 si gue d l,0,0,0,0,0,0
3437,keren ya mbieb candi mendut finish candi borobudur,0,0,0,0,0,0
3438,amin selamat raya waisak                 sh,0,0,0,0,0,0
3439,raya waisak candi borobudur damai damai damai                 f t,0,0,0,0,0,0
3441,mbak santi jinnonik koh buddhisgl mbak dauph gajah gajahpolkadot saudara umat buddha selamat raya waisak saudara indonesia                 ru,0,0,0,0,0,0
3442,mantap maju                 t,0,0,0,0,0,0
3443,i ll be back menang khianat benar abat harga smi terima kasih presiden jokowi bawa smi tanah air                 lawan,0,0,0,0,0,0
3444,peluk tulus doa kuat,0,0,0,0,0,0
3445,habis ya,0,0,0,0,0,0
3446,bah,0,0,0,0,0,0
3447,twit mas just for fun santai,0,0,0,0,0,0
3448,the dennysiregar wagimandeep muka cakep ala,0,0,0,0,0,0
3450,i bobby risakotta beli pabrik orang kayak,1,0,1,0,0,0
3451,simak,0,0,0,0,0,0
3452,dennysiregar wagimandeep gobblokkk by the way tampang anak                 mj kw,1,1,0,0,0,0
3453,alin aryowib santorinissun cup,0,0,0,0,0,0
3454,alin aryowib santorinissun bye                 o,0,0,0,0,0,0
3455,alin aryowib santorinissun bonus,0,0,0,0,0,0
3456,alin aryowib santorinissun hem,0,0,0,0,0,0
3457,mah,0,0,0,0,0,0
3458,pesona pesona,0,0,0,0,0,0
3459,waahhh pakai garam tea pakai air es,0,0,0,0,0,0
3460,bobby risakotta kira mang,0,0,0,0,0,0
3461,santorinissun jeleeee,0,0,0,0,0,0
3462,jokowi c ajimahameru humble                 qtc,1,1,0,0,0,0
3463,anu,1,0,1,0,0,0
3464,c ajimahameru rahayu moga selamat tanah air om shanti shanti shanti om,1,1,0,0,0,0
3465,strategi nya kepooo,0,0,0,0,0,0
3466,mbak sayang banget sehat mbak,0,0,0,0,0,0
3467,bhaaa                 gede r,0,0,0,0,0,0
3468,ndalem,0,0,0,0,0,0
3469,kakak elon rayu jokowi beli kemarin oleh in kopiko opung low back pain,0,0,0,0,0,0
3470,santorinissun kakak elon bilang mas jokowi terima kasih lo kemarin opung low back pain bawain kopiko lo permen kupi bawa astronot tea langsung melek beli deal                 v,0,0,0,0,0,0
3471,santorinissun rezeki                 c,0,0,0,0,0,0
3472,bieb pagiiii                 ti,0,0,0,0,0,0
3473,o pagi bos,0,0,0,0,0,0
3474,pagi mbak nuning tuju banget beliau keren bandit,0,0,0,0,0,0
3475,asli keren banget presiden nya                 si,0,0,0,0,0,0
3476,titit baby gila sih heni sun adik bayi sakit o unya suka izin elus tangan kaki tanda sayang,0,0,0,0,0,0
3477,selamat pagi happy pekan                 o,0,0,0,0,0,0
3478,fahrihamzah presiden mam biar cepat gede                 id ahb o,0,0,0,0,0,0
3479,junimendo pagi mbak yanti                 f,0,0,0,0,0,0
3480,fahrihamzah eh mbak mita pagiii                 zq,0,0,0,0,0,0
3481,teman gemini sifat nya ya sepe i cinta coba main gemini diskak kempes,0,0,0,0,0,0
3482,gemini galak terang suka basa basi suka,1,0,1,0,0,0
3483,mas tahu euy,0,0,0,0,0,0
3484,lancar bahasa guide buka bahasa,0,0,0,0,0,0
3485,salah pilih akun sangka pro perintah cewek menye tauknya galak macan benar                 iya ao,0,0,0,0,0,0
3486,amin pagi                 ue t,0,0,0,0,0,0
3487,ikan buntel teman                 k ji,0,0,0,0,0,0
3488,tah atas cari coba rebus daun sirih biar gatal kulit,0,0,0,0,0,0
3489,bobby risakotta jokowi kelas gubernur end oktober bye anies                 x,0,0,0,0,0,0
3490,bobby risakotta jokowi kendara politik ganjar mbak puan ahok pulih hak politik presiden jokowi kendara politik ai calon presiden anies,1,1,0,0,0,0
3491,bobby risakotta jokowi oktober finish tenggelam makan zaman sepe i jenderal peci putih,0,0,0,0,0,0
3492,ih amit cakap attitude,0,0,0,0,0,0
3493,orang mabuk plus pohon telan,0,0,0,0,0,0
3494,cantik alami bera i ganteng,0,0,0,0,0,0
3495,cantiikkk monsta monsterhiphoop look,0,0,0,0,0,0
3496,jokowi pas,0,0,0,0,0,0
3497,anies lawan puan menang,1,1,0,0,0,0
3498,meme just for fun pasti umum resmi pilih,0,0,0,0,0,0
3499,r e,0,0,0,0,0,0
3501,verraagustian kang dicky sehat semangat,0,0,0,0,0,0
3502,verraagustian kenal iseng kadrun semangaattt ya                 pl,1,1,0,0,0,0
3503,sila senang hati temu ditwitter,0,0,0,0,0,0
3504,amin berkah barakat,0,0,0,0,0,0
3505,a inya mbak,0,0,0,0,0,0
3506,uraaaaaa senggol bos gaya                 kg,0,0,0,0,0,0
3507,leonita lestari survei cak mal aidin faidzin mohon maaf lahir batin,0,0,0,0,0,0
3508,ayo kader pedeipeh pilih bera i ai ya tunggu mas gibran presiden                 q v,1,1,0,0,0,0
3509,ccicpolri divhumas polisi republik indonesia listyosigitp awas aku akun dihack maaf materai ceban muka jauuuhhh                 h b,0,0,0,0,0,0
3510,tertawa                 t si,0,0,0,0,0,0
3511,detail banget my suasana hati day terima kasih monsta bikin sebal,0,0,0,0,0,0
3512,iya,0,0,0,0,0,0
3514,o siang bos                 z c,0,0,0,0,0,0
3515,yess,0,0,0,0,0,0
3516,top,0,0,0,0,0,0
3517,tuju mbak,0,0,0,0,0,0
3518,sok roy,1,1,0,0,0,0
3519,maman jokowi,1,1,0,0,0,0
3520,krmtroysuryo bonus,0,0,0,0,0,0
3521,c v f,0,0,0,0,0,0
3522,hijau royo royo,0,0,0,0,0,0
3523,santorinissun yess                 rv gue,0,0,0,0,0,0
3524,biar nampol,0,0,0,0,0,0
3525,t,0,0,0,0,0,0
3526,lemah ya,0,0,0,0,0,0
3527,pagi indonesia,0,0,0,0,0,0
3528,semangaattt mas                 rumah sakit,0,0,0,0,0,0
3529,iya,0,0,0,0,0,0
3530,mbak andien sakit cepat sembuh ya,0,0,0,0,0,0
3531,amin,0,0,0,0,0,0
3532,bye anies nama aju tito pj jaka a tito lantik pj gubernur pulau papua barat,0,0,0,0,0,0
3533,selamat ulang putri mungil umur sehat cantik pintar lurus jalan hidup bahagia lindung tuhan maha esa berkat untuk hidup amin                 a,0,0,0,0,0,0
3534,dsasobarami keren label biru kualitas premium moga rezeki ya amin,1,0,1,0,0,0
3535,monsta,0,0,0,0,0,0
3536,bohong,1,1,0,0,0,0
3537,waahhh bonusin dus,0,0,0,0,0,0
3538,pegang ya,0,0,0,0,0,0
3539,maaf bantu,0,0,0,0,0,0
3540,for your information ya kadang sepe i goreng,0,0,0,0,0,0
3541,gregorius an,0,0,0,0,0,0
3542,bah untung main main,0,0,0,0,0,0
3543,mbak listy selamat pagi,0,0,0,0,0,0
3545,bomat min urus kayak mending urus akun tebar hoaks benci,1,1,0,0,0,0
3546,tubirfess inti                 lk hu,0,0,0,0,0,0
3547,pagi indonesia,0,0,0,0,0,0
3548,tubirfess,0,0,0,0,0,0
3549,minta maaf doang materai ceban,0,0,0,0,0,0
3550,bilang,0,0,0,0,0,0
3551,kemkominfo ccicpolri buruk laku benci dimedsos bebas liar direspon,0,0,0,0,0,0
3552,salah cegah obat waspada ya,0,0,0,0,0,0
3553,tonton,0,0,0,0,0,0
3554,mohmahfudmd,0,0,0,0,0,0
3555,mohmahfudmd terima kasih jokowi untung mahfud md angkat calon presiden bikin ribet,0,0,0,0,0,0
3556,main mbak mas,0,0,0,0,0,0
3557,amin,0,0,0,0,0,0
3558,punten capt,0,0,0,0,0,0
3559,uq,0,0,0,0,0,0
3560,cari google tanam lihat eh pohon jali terima kasih ya mas bagi                 a,0,0,0,0,0,0
3561,jali ya bubur bahasa sunda jali                 fr o,0,0,0,0,0,0
3562,real fakta presiden indonesia anies kayak upil tea,0,0,0,0,0,0
3563,ahok baik                 bi,1,1,0,0,0,0
3564,tuju,0,0,0,0,0,0
3565,oke,0,0,0,0,0,0
3566,selamat pagi mbak ve,0,0,0,0,0,0
3567,beliau baik                 sekolah dasar,1,1,0,0,0,0
3568,simak titip kocheng ya bang el,0,0,0,0,0,0
3569,biar klitih,0,0,0,0,0,0
3571,rujak kangkung,0,0,0,0,0,0
3572,ya iya mal aidin faidzin mohon maaf lahir batin,0,0,0,0,0,0
3573,amin mudik nge hati back to                 g,0,0,0,0,0,0
3574,kulit labu siam,0,0,0,0,0,0
3575,mana kota nih ejek,0,0,0,0,0,0
3576,pagi teh cantik,0,0,0,0,0,0
3577,amin selamat pagi bos,0,0,0,0,0,0
3578,mbak nuning selamat pagi selamat aktivitas                 a ku,0,0,0,0,0,0
3579,iya ms,0,0,0,0,0,0
3580,ogah mending ethes the ne presiden indonesia tunggu                 vd,1,1,0,0,0,0
3581,waalaikum salam mbak done                 bg,0,0,0,0,0,0
3582,wagimandeep benedictus lucknuut ccicpolri divhumas polisi republik indonesia hasansamuda hasansamuda no gue tutup iya,0,0,0,0,0,0
3583,dukacita beli,0,0,0,0,0,0
3584,ah tau cowok air mata colok mata,0,0,0,0,0,0
3585,hansssolo no terima kasih,0,0,0,0,0,0
3586,selamat pagi selamat aktivitas nusantara sehat semangat,0,0,0,0,0,0
3587,bang done,0,0,0,0,0,0
3588,wagimandeep benedictus lucknuut ccicpolri divhumas polisi republik indonesia hasansamuda tabok pakai sapu dikiiiittt,1,1,0,0,0,0
3589,wagimandeep benedictus lucknuut ccicpolri divhumas polisi republik indonesia hasansamuda tau rl sih hasansamuda garang tabok cewek garang dimedsos takut rl,0,0,0,0,0,0
3590,benedictus lucknuut ccicpolri divhumas polisi republik indonesia hasansamuda pala peang tolong hormat pikir oke boleee hormat pikir gue tendang negara indonesia butuh orang kayak,1,1,0,0,0,0
3591,main kerja,0,0,0,0,0,0
3592,ibadah haji sedia percaya berita hoaks cek situs resmi perintah kunci,0,0,0,0,0,0
3594,cakiminow nampol jokowi periode ide bikin heboh ide asal orang fucckkk,0,0,0,0,0,0
3595,eunike k amin,0,0,0,0,0,0
3596,eunike k aman mudik,0,0,0,0,0,0
3597,pulang suka cepat hati jalan,0,0,0,0,0,0
3598,lab nya umpan ikan lab nya jual punten,0,0,0,0,0,0
3599,kangnanooo dwioktariyadi,0,0,0,0,0,0
3600,namemusiapa dwioktariyadi kangnanooo tuuuhhh                 l x,0,0,0,0,0,0
3601,namemusiapa dwioktariyadi kangnanooo sebut nama sepeda kasih,0,0,0,0,0,0
3602,al fatihah mohon maaf lahir batin mas                 bt,0,0,0,0,0,0
3603,genggam tangan kecewa rencana rencana happy sunday selamat misa                 qj,0,0,0,0,0,0
3604,klat indonesia salah baik dunia,0,0,0,0,0,0
3605,to indonesia and vaksin nusantara,0,0,0,0,0,0
3606,scroll twit mas,0,0,0,0,0,0
3607,amin al fatihah,0,0,0,0,0,0
3608,kangnanooo terima kasih teman suka ngamati twit nya,0,0,0,0,0,0
3609,dwioktariyadi semangaattt,0,0,0,0,0,0
3610,dwioktariyadi ya ikut nya,0,0,0,0,0,0
3611,serah pilih calon resmi komisi pemelihan simpel                 p,0,0,0,0,0,0
3612,orang tanggung tengil maaf lahir batin ya mbak                 vus v,0,0,0,0,0,0
3613,beda kelas ahok lo                 estemw we,0,0,0,0,0,0
3614,zoelfick hem kepala polisi lo maki berani,0,0,0,0,0,0
3615,amin,0,0,0,0,0,0
3616,ni,0,0,0,0,0,0
3617,tuju jalur pantai selatan cakap banget instagramable                 ft,0,0,0,0,0,0
3618,lihat kakak ika basuki balik pria tangguh wanita kuat iya,0,0,0,0,0,0
3619,bu smi hati momen bu smi mudik lebaran                 io,0,0,0,0,0,0
3621,ya salah alas coblos jokowi lihat kerja basuki,1,1,0,0,0,0
3622,yess handphone basuki                 ogjzq op,0,0,0,0,0,0
3623,o wiena kinasih selamat pagi bos selamat pagi mbak wiena happy pekan,0,0,0,0,0,0
3624,iya beliau sibuk infrastruktur mudik                 ysc qv,1,1,0,0,0,0
3625,mbak yanti selamat pagi mal aidin faidzin mohon maaf lahir batin,0,0,0,0,0,0
3626,mbak sinta selamat pagi mohon maaf lahir batin                 a,0,0,0,0,0,0
3627,iss tertawa baca pagi                 k,0,0,0,0,0,0
3628,scroll deh,0,0,0,0,0,0
3629,lihat calon ya oke ya dukung,0,0,0,0,0,0
3630,punten mbak eunike tah blitar,0,0,0,0,0,0
3631,cepat banget gede baby sena sehat ya nak,0,0,0,0,0,0
3632,dukacita dalam dalam tabah ya kakak oke,0,0,0,0,0,0
3633,monstaaaaaa monsterhiphoop lucuuukkk,0,0,0,0,0,0
3634,uraaaa                 i,0,0,0,0,0,0
3635,zoelfick maaf maki tugas polisi bilang                 l,0,0,0,0,0,0
3636,ehe handphone basuki                 ogjzq op,0,0,0,0,0,0
3637,selamat pagiiii selamat mudik jalan asyik ya basuki bese a kakak ika basuki mal aidin faidzin mohon maaf lahir batin,0,0,0,0,0,0
3638,aian zoelfick viral nama                 bsz r,0,0,0,0,0,0
3639,monsterhiphoop leonita lestari mik susu coklat monsta,0,0,0,0,0,0
3640,salah monsta monsterhiphoop dompet sehat jomlo bera i dompet sehat cintaahhh,0,0,0,0,0,0
3641,nih google                 a,0,0,0,0,0,0
3642,wandystjk aseeekkk tau gampang,0,0,0,0,0,0
3643,monsta monsterhiphoop fakta,0,0,0,0,0,0
3644,cinta tanah air iman                 rg,0,0,0,0,0,0
3645,monsterhiphoop monsta suka mahasiswi beli suka nasi langsung kumpul tukang nasi kasih hati biar intel eh pangapunten intel,0,0,0,0,0,0
3646,acieee married jomlo,0,0,0,0,0,0
3647,dsasobarami foto celana salah syarat lo,0,0,0,0,0,0
3648,dsasobarami waiyak salah,0,0,0,0,0,0
3649,respect                 cha,0,0,0,0,0,0
3650,salah ya,0,0,0,0,0,0
3651,biar lurus sen kanan sen kiri,0,0,0,0,0,0
3652,makam karno blitar,0,0,0,0,0,0
3654,manis mahasiswi ya,1,1,0,0,0,0
3655,a leonita lestari beliau sibuk                 j,0,0,0,0,0,0
3656,selamat pagi indonesia,0,0,0,0,0,0
3657,monstaaaaaa monsterhiphoop nasi goreng duk duk ala mahasiswi tea,0,0,0,0,0,0
