,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Gender
3735,"@JinTogel Jilbab sekarang mungkin hanya sebatas mode.
Tidak menunjukkan akhlak seseorang. https://t.co/oqd1vldFt9",0,0,0,0,0,0,0
3736,"@WagimanDeep212_ Bib..
Maaf lahir dan batin..
🙏🙏 https://t.co/a1dOazwzbg",0,0,0,0,0,0,0
3737,"@welasasih78wa Mbak Welas, minal aidzin wal Faidzin..
Maaf lahir dan batin.. https://t.co/eXL40ozpyB",0,0,0,0,0,0,0
3738,"@UmyHisyam Aamiin..
Minal Aidin wal Faidzin mohon maaf lahir dan batin..
🙏🙏🙏 https://t.co/c7OQIA4UeP",0,0,0,0,0,0,0
3739,"@benedictus82 Selamat Iedul Fitri..
Maaf lahir dan batin..
Titip Elus sayang buat baby Sena yaa",0,0,0,0,0,0,0
3740,"@AonaranPsychic Kan udah pulang ceritanya..
Dah mudikkk.. https://t.co/WSCNhHS00f",0,0,0,0,0,0,0
3741,"@KKampul Minal Aidin wal Faidzin kang Kampul..
Mohon maaf lahir dan batin.. https://t.co/fZlVEeUOPk",0,0,0,0,0,0,0
3742,"@KKampul Terima kasih kang Kampul..
🙏🙏🙏..
Selamat menikmati ketupat lebaran juga, met maaf2an..
Met mam rengginang dalam kaleng Khong Guan.. ehh
🤪🤪🤪.. https://t.co/nj2v5PjF1K",0,0,0,0,0,0,0
3743,"@Dee_01984 Innalilahi wa Inna ilaihi Raji'un..
Al Fatihah..
Semoga almarhumah husnul khotimah dan keluarga yang ditinggalkan diberi ketabahan..
Turut berdukacita yang sedalam-dalamnya..
🙏🙏",0,0,0,0,0,0,0
3744,"@DjengNoni Terima kasih.. 🙏🙏
Selamat berbahagia juga mbak Noni..
Jalin silaturahmi eratkan persahabatan..
Minal Aidin wal Faidzin..
Mohon maaf lahir dan batin.. https://t.co/RHeOMwevhW",0,0,0,0,0,0,0
3745,"Minal Aidin wal Faidzin..
Mohon maaf lahir dan batin..
🙏🙏🙏..

Kembali suci dihari fitri.. https://t.co/H1XABt3D5H",0,0,0,0,0,0,0
3746,@eunike_n1k3 Nemu di pinterest.. https://t.co/8cMS775mdx,0,0,0,0,0,0,0
3747,"@VerenaSusilowa1 Aamiin..
Ma siapa aja mbak Ve ??",0,0,0,0,0,0,0
3748,"@ddggmmbbkk @kemkominfo @BKNgoid @djalil_sofyan Iya, setuju bang El.
Minal Aidin wal Faidzin..
Maaf lahir dan batin..
🙏🙏🙏 https://t.co/FD6jZhZSnC",0,0,0,0,0,0,0
3749,@AnastasiaNuning Aamiin..,0,0,0,0,0,0,0
3750,"@AnastasiaNuning Aamiinn..
Siapa, ada apa mbak Nuning ??",0,0,0,0,0,0,0
3751,"@SantorinisSun Gimana g Islamphobia kalo yang nungul ke permukaan Islam aneh2.
Yang Islam beneran juga ""rada nyengir"" ketemu jidat item n celana cingkrang mah. https://t.co/FZLZFN47z2",0,0,0,0,0,0,0
3752,@Pai_C1AB Halal dilemparin ke kepalanya.. 👌.. https://t.co/J1B0Yh5iw5,0,0,0,0,0,0,0
3753,@monsterhiphoop Dia menyesatkan dan tidak menunjukkan jalan keluar.. https://t.co/oCreNFheEV,0,0,0,0,0,0,0
3754,@monsterhiphoop @Luke_Bali @Leonita_Lestari G laku rayuan kelapa lo.. https://t.co/wZUXqnSVlk,0,0,0,0,0,0,0
3755,"@Luke_Bali @monsterhiphoop Lha kok aku mbak..
Cuil mbak Nita..
@Leonita_Lestari 
Nohhh adek kita..",0,0,0,0,0,0,0
3756,"@OmBregas1 Om Bregas, selamat pagi.. https://t.co/kGE3iofcLR",0,0,0,0,0,0,0
3757,"@KKampul Aamiin dan kang Kampul juga. 
Selamat misa kang Kampul.. https://t.co/cgf9JGs0Jb",0,0,0,0,0,0,0
3758,"@WidyoLita Mbak Lita, selamat pagi..
Lagi apa Oshi ?? https://t.co/53afn5WFok",0,0,0,0,0,0,0
3759,"@AyamSegar3 Pagi Ayammm..
Met misa yaa.. https://t.co/fxeMlRxrOg",0,0,0,0,0,0,0
3760,"Kembang goyang gaharrr..
Anak racing masak jajanan rioyo.. https://t.co/quLVtvZQOw",0,0,0,0,0,0,0
3761,"Pagiii Shalom Saudaraku..
Selamat misa..
🤗🤗🤗.. https://t.co/SOpVy202vV",0,0,0,0,0,0,0
3762,"@MamiaDoang HBD mbak Mammy..
Panjang umur, sehat, bahagia..
Aamiin.💐🎉💐💃💐❤️💐💐😍 https://t.co/0EVYhddvPj",0,0,0,0,0,0,0
3763,"@Adiiiinnnnnn Aamiin..
Waalaikum salam..
Happy Ied Mubarak.. https://t.co/SrLYlAzEV4",0,0,0,0,0,0,0
3764,@Lucknuut @kemkominfo Jitak ajalah @kemkominfo,0,0,0,0,0,0,0
3765,"@baby_alien28 Energen ala2..

Susu strawberry plus oatmeal..
Dah males mam sahur.. https://t.co/Y4p2oOlVhS",0,0,0,0,0,0,0
3766,"@baby_alien28 Yoi..
Sahur ma apa mbak??",0,0,0,0,0,0,0
3767,"Jurnalis TV bertemu keluarganya saat liputan mudik..
 🌹..
Paakkk ikutan mudik paaakk..
🥺🥺🥺
 https://t.co/XhcqSot5Mv",0,0,0,0,0,0,0
3768,"@Lucknuut Yeaakhhh ogah banget tetanggaan ma khilafah..
Tiap saat dengerin bi'dah2..
Dan khilafah solusinya.. https://t.co/64l5ibh0Ns",0,0,0,0,0,0,0
3769,@johnhendrik3 Belajar stroke.,0,0,0,0,0,0,0
3770,@monsterhiphoop Kebayang kalo itu pic hoax..,0,0,0,0,0,0,0
3771,"@Leonita_Lestari Semoga Allah melindungi pemimpin terbaik negeri ini juga rakyatnya..
Aamiin.. https://t.co/puYqowTHjY",0,0,0,0,0,0,0
3772,"@Phothel1 @eunike_n1k3 Jual kekolektor..
Cuannya lebih gede.. https://t.co/luQWRt8EaS",0,0,0,0,0,0,0
3773,"@eunike_n1k3 Alhamdulillah...

Titip salam untuk keluarga di sana yaa..
Juga ma bung Karno.
Pak.. pak.. ini lho cah mu kendel.. 😎😎😎..
Bener g ya bahasa Jawanya.. 
THR nyaaa... https://t.co/elbttb000w",0,0,0,0,0,0,0
3774,"@Adiiiinnnnnn Gayanya aja dah tengil..
Colek aja, bilang, ANTRIIII.. !!",0,0,0,0,0,0,0
3775,@NdrewsTjan Tunggu tetangga bahas ini.. 👌,0,0,0,0,0,0,0
3776,"@NdrewsTjan Soalnya kayak pernah lihat..
Itu tentang cewek open BO yang cerita, pelanggannya sholat dulu sebelum nananinu..
Pic entah 2 atau 3 tahun lalu.. 😐

Aneh aja beliau g cegah sicewek foto dia.
Dan hebohnya baru tadi malamkan ??
Seperti ada unsur kesengajaan.",0,0,0,0,0,0,0
3777,"@NdrewsTjan Aku mah khawatirnya itu pic hoax.
Asa aneh aja.. https://t.co/5MoKAt2M57",0,0,0,0,0,0,0
3778,"@eunike_n1k3 @Nightmarisly Cepet banget..
Ngebut but but but..
Ngupi dulu, kira2 jam berapa diperkirakan sampe Blitar ?? https://t.co/PtkQO0RV7X",0,0,0,0,0,0,0
3779,"@Nightmarisly G apa, nanti up aja kalo pulkam, biar bisa dipantau, biar banyak yang jagain.. https://t.co/GtlqJk2s65",0,0,0,0,0,0,0
3780,"@Nightmarisly @eunike_n1k3 Bismillah aja, kami pantau juga.. https://t.co/GGQl5cith9",0,0,0,0,0,0,0
3781,"@eunike_n1k3 @Nightmarisly Jeh udah ngetwit lagi..
Dah sampe mana ??",0,0,0,0,0,0,0
3782,@Leonita_Lestari @Sant_Tingwe Titip BTP.. https://t.co/N63eXlMa9Z,0,0,0,0,0,0,0
3783,Pagi Amriki... 😎😎😎 https://t.co/vTSsQ6Vqll,0,0,0,0,0,0,0
3784,@eunike_n1k3 Semangat... !!! https://t.co/buGcgXqgdw,0,0,0,0,0,0,0
3785,@__XPaijo Selamat mudik.. https://t.co/ujR12EmuuZ,0,0,0,0,0,0,0
3786,"@SantorinisSun Pek teh teuing, tahun depan ademmm  g ketemu tulisan gitu..

Selamat menikmati infrastruktur yang telah dibangun diera pemerintahan Jokowi.. https://t.co/GwyxSTUoHW",0,0,0,0,0,0,0
3787,"@SantorinisSun Ora Et Labora.
Beliau selalu menyertakan Tuhan dalam setiap kerjanya.. https://t.co/gINbSAZjgP",0,0,0,0,0,0,0
3788,"@JunjungUji @kalangliwoo @Ephraym7 @GeorgeVanMars Punten ikut jbjb..
Aku selalu mengagumi dokter Terawan..
Hidupnya menjadi berkat bagi sesama. https://t.co/55Sc8kGyHY",0,0,0,0,0,0,0
3789,"@GKawi369 @SantorinisSun Punten Boss, Mahathir Mohamad g pernah komen seperti itu.
Itu hoax.
https://t.co/fhthc2VE5i",0,0,0,0,0,0,0
3790,"@eunike_n1k3 Lho cepet banget..
Jangan lupa minum..
Ntar dehidrasi.. https://t.co/53tlytJtJq",0,0,0,0,0,0,0
3791,"@SantorinisSun Mereka g berani lihatin pak Ganjar dengan kausnya..
🥱🥱🥱

Dikaus pak Ganjar tertulis ""Hati2 di jalan"" bukan ""Ganjar for President"".. 

Beda kelas, Boss.. 😎😎😎 https://t.co/NDXNiBMmR1",0,0,0,0,0,0,0
3792,M u d i k.. !! 👌 https://t.co/fchFnkjRad,0,0,0,0,0,0,0
3793,@kenhans03 Nasi kebuli forever nantinya.. https://t.co/ydiutMGIQ4,0,0,0,0,0,0,0
3794,"@SantorinisSun Apapun itu, Oktober tahun ini gabener end. https://t.co/0Mcp7QgQyi",0,0,0,0,0,0,0
3795,"Tradisi ketupat, diperkenalkan oleh Sunan Kalijaga..
Ketupat merupakan kependekan dari kata ngaku lepat atau ngaku papat..
Mengakui kesalahan dan meminta maaf agar kembali suci lahir dan batin setelah sebulan penuh berpuasa.

https://t.co/53U3j5d66a",0,0,0,0,0,0,0
3796,"Bahkan tradisi di Indonesia pun kalian bid'ahkan ??
😐😐😐.. https://t.co/quQ1VsUflJ",0,0,0,0,0,0,0
3797,"@AidilSetiawan21 @WagimanDeep212_ Selamat santap sahur, bang..
Semoga berkah.. https://t.co/a4GGo03Uu8",0,0,0,0,0,0,0
3798,"@Beruang_Puttih @eunike_n1k3 Lho g tauuuu..
Tau mah pantau jugalah..

Nanti aja pas pulang n selama di kampung halaman post yaa..
Karena ditwitter bukan hanya politik tapi juga persaudaraan..
🤗🤗🤗 https://t.co/DJJzlLeU4d",0,0,0,0,0,0,0
3799,"@Beruang_Puttih @eunike_n1k3 Aku mah mikir, itu serius jem.. wajib botak untuk perjalanan jauh ??",0,0,0,0,0,0,0
3800,@WagimanDeep212_ Waahhh pak Ganjar udah mulai sahur ma mie instan ?? https://t.co/q0B03LiHSj,0,0,0,0,0,0,0
3801,"@monsterhiphoop Mam atuh,..",0,0,0,0,0,0,0
3802,"@eunike_n1k3 Anak gadis pulkam, tentu kita semua menjaga hingga sampe rumah.
Sengaja aktifkan notif biar kepantau..
🤗🤗🤗 https://t.co/F3xbWZbvC6",0,0,0,0,0,0,0
3803,@donjuan_kadrun Nanya tuh tolong jelaskan..,0,0,0,0,0,0,0
3804,"@eunike_n1k3 @MustEkeph Udah sampe mana ??
Dah mam ??
Istirahat di mana ??",0,0,0,0,0,0,0
3805,@donjuan_kadrun Terus ??,0,0,0,0,0,0,0
3806,Mantap.. !! 👍👍👍 https://t.co/XkeMgFSLgz,0,0,0,0,0,0,0
3807,"@eunike_n1k3 Hati2 di jalan..
Kalo ada waktu, sempatkan post biar tetap bisa kami pantau.. https://t.co/wpQcbCAQIU",0,0,0,0,0,0,0
3808,@SantorinisSun Masih meniti karir sebagai the next president.. https://t.co/fcYfHRFbXu,0,0,0,0,0,0,0
3809,"@UmyHisyam Selamat pagi mbak Umy..
Benar, filosofi ketupat..
Mohon maaf lahir dan batin..
Mudik ??
Safety please.. https://t.co/3OoL9Awpjk",0,0,0,0,0,0,0
3810,"@__Bungs Pagi bung Frankz..
Lagi apa Brutus.. ?? https://t.co/8au3OCGB4P",0,0,0,0,0,0,0
3811,"Berdoa juga usaha untuk memilih pemimpin yang tepat untuk Indonesia, gobblokkk.",0,0,0,0,0,0,0
3812,Selamat pagi... https://t.co/LcZ6f6NyS8,0,0,0,0,0,0,0
3813,@daniellsinaga 00.24,0,0,0,0,0,0,0
3814,"@__AnakKolong @pendividia Ha ha ha...
Fokus orang kaus hitam depan baliho..
Tulisan dikausnya..
""Siga nu enya"", artinya kayak yang benar..

Pantesan dia caleg gagal, g ada yang percaya.. 😝😝😝
Demokrat modaro.",0,0,0,0,0,0,0
3815,"@SantorinisSun Tunggu aja..
Setelah dia tak menjabat, masihkah namanya berkibar ?? https://t.co/xBy2Vw0Abe",0,0,0,0,0,0,0
3816,"Berita Kehilangan.. 
🙏🙏🙏 https://t.co/udrRiz58HL",0,0,0,0,0,0,0
3817,😍😍😍😍😍,0,0,0,0,0,0,0
3818,"Harapan Baru Bagi Yang Damba Keprofesionalan..

https://t.co/ylRuR8ij6Z",0,0,0,0,0,0,0
3819,@monsterhiphoop Ehem...,0,0,0,0,0,0,0
3820,Ehem... https://t.co/Mzx40USXgr,0,0,0,0,0,0,0
3821,"@baby_alien28 Setuju mbak Baby...
Mending maskeran biar glowing nanti lebaran.. https://t.co/ggFAJl5vUs",0,0,0,0,0,0,0
3822,@monsterhiphoop Mahaaalll sekarang.. https://t.co/Rzki56f905,0,0,0,0,0,0,0
3823,"@Farhan26094445 @SantorinisSun Lho udaaahhh...
Kopiko gantinya ngupi buat astronot.. 🤣🤣🤣
https://t.co/7kGE8sTAQj",0,0,0,0,0,0,0
3824,"@baby_alien28 Iya, kadang diem sambil nunggu info yang bener itu lebih baik..",0,0,0,0,0,0,0
3825,"@monsterhiphoop Terus ada tah gendongan buat Bryno biar lo g berat bawanya..
THR dah caiiirrr... https://t.co/SJ9Y7abZTC",0,0,0,0,0,0,0
3826,@daniel_joestarr https://t.co/9TnFWBfKnL,0,0,0,0,0,0,0
3827,@monsterhiphoop Kok bisa ??,0,0,0,0,0,0,0
3828,"Buat yang nyinyirin kopiko kok ""diendorse"" LBP..

Mestinya bangga dong.
Kopiko selain brand Indonesia yang telah mendunia juga pernah dibawa  keluar angkasa tahun 2017 termasuk ke Space X buatan Elon Musk..

https://t.co/7kGE8taDSj",0,0,0,0,0,0,0
3829,@SantorinisSun Itu Opung main nyosor aja nungul.. https://t.co/pkZmmG43xX,0,0,0,0,0,0,0
3830,@Dark_Anger1 Udah dong.. https://t.co/vFAJqYbZaO,0,0,0,0,0,0,0
3831,Ajiiibbbb Opung kita.. https://t.co/4tr0KN5cJe,0,0,0,0,0,0,0
3832,"@UmyHisyam Sekedar RT..
Semoga laris dibulan penuh berkah..
🙏🙏🙏 https://t.co/vjYdCVT7be",0,0,0,0,0,0,0
3833,"@singo_karyo @SantorinisSun Langsung naik dong...
🥳🥳 https://t.co/ispvt6hyiv",0,0,0,0,0,0,0
3834,@monsterhiphoop Rezeki anak soleh... https://t.co/TWWKwg2jZY,0,0,0,0,0,0,0
3835,"@MitaMois @SantorinisSun Peetanda kopiko kian mendunia.
Simpel aja sih.
👌",0,0,0,0,0,0,0
3836,"@SantorinisSun Ha ha ha..
Segini kopiko mesti bayar..
G kebayang kalo mesti endorse Opung.. 😄🤣🤣 https://t.co/64H5trSk1T",0,0,0,0,0,0,0
3837,@SantorinisSun Ditawarin kopiko dulu biar g ngantuk.. 🤣🤣🤣 https://t.co/mOsa5ibl2c,0,0,0,0,0,0,0
3838,@HendroWibowoYZA @Listy9021 Filosofinya.. https://t.co/jPzvG7JXzr,0,0,0,0,0,0,0
3839,"@Mey_MeynieJT HBD Bryan..
Doa terbaik dilangitkan khusus untukmu..
Semoga menjadi pribadi yang tangguh, kuat..
Cepat besar, pintar.. https://t.co/53BiThgadH",0,0,0,0,0,0,0
3840,"@Listy9021 Ha ha ha..
Keluarga Khong Guan..
Jadi inget meme ini..
Dulu waktu 4 tahun kerja Jokowi sempat ngetrend.. https://t.co/yA7pzsRlXK",0,0,0,0,0,0,0
3841,"@SantorinisSun Akhirnya pusat juga cawe2, ikutan turun tangan..
Padahal ini proyek Pemda. https://t.co/51vhhFl1jx",0,0,0,0,0,0,0
3842,"@bunda_rose15 @SantorinisSun Waahhh kirain kesalon..
Asli cantiiikkk...
💃💃💃",0,0,0,0,0,0,0
3843,"Selamat dini hari mbak Andien..
@Adiiiinnnnnn 
Alhamdulillah, GAnya dah diterima..
Terima kasih banyak..
🙏🙏🙏..
Sehat dan sukses.. https://t.co/qEdOgqNxqD",0,0,0,0,0,0,0
3844,"@bunda_rose15 @SantorinisSun Bunda, cantiiikkk..
Rambutnya curly..
😍 https://t.co/AhPL4wsqQP",0,0,0,0,0,0,0
3845,"@AnakLolina2 @SantorinisSun Diicip dikit, dah yummy belum.. https://t.co/0g7OqhtK2b",0,0,0,0,0,0,0
3846,"@Adiiiinnnnnn @Haddie_st Alhamdulillah..

Berkah di bulan Ramadhan..
Terima kasih mbak Andien..
Semoga makin sukses, lancar rezekinya dan sehat.
Aamiin..

Congratz juga bang Haddie..
Cuss meluncur DM.. https://t.co/74IMBHc4Ls",0,0,0,0,0,0,0
3847,"@SantorinisSun The real president itu pak Jokowi..
.
.
.
Nunggu buka puasa.. https://t.co/lPUCwVKmCt",0,0,0,0,0,0,0
3848,"@Cupidlucky2 @DSasobarami Waahhh lucuuukkk...
Aku kemarin dong dapet sarung Nusantara dari bang @DSasobarami
juga.. https://t.co/8QoL0JMjwZ",0,0,0,0,0,0,0
3849,"@monsterhiphoop Mo bikin apa, kepo nih.",0,0,0,0,0,0,0
3850,"@SantorinisSun Panggil aku Cebong, g masalah..
🤗🤗🤗 https://t.co/nIcznbKjb8",0,0,0,0,0,0,0
3851,"@SantorinisSun Sebetulnya, kalo g ngerasa ya  santai aja.
Sama kayak kita, dibilang cebong malah seneng, karena cebong indikator lingkungan bersih juga mahluk yang selalu bertasbih kepada Rabbnya.. https://t.co/HAyromDZza",0,0,0,0,0,0,0
3852,"Wadudu...
6 triliun pertahun..
Uwit ya, bukan bulu ketek.. https://t.co/jZt6kWigvs",0,0,0,0,0,0,0
3853,"@__XPaijo Yummy..
G ada sambelnya tah ??
Atau belum ??",0,0,0,0,0,0,0
3854,"Pantesan pada pengen 3 periode..
Pak Jokowi emang bawa rezeki.. 😁 https://t.co/pqcMmotois",0,0,0,0,0,0,0
3855,@SantorinisSun Kata BTP mah sesimpel ini. https://t.co/Wv29HcHfIm,0,0,0,0,0,0,0
3856,"Menindaklanjuti perintah presiden Jokowi tentang pelarangan ekspor migor.

Jalesveva Jayamahe..
 https://t.co/eKdxGuX19v",0,0,0,0,0,0,0
3857,"@_KanjengRaden Benar..
Hati yang tulus selalu dipenuhi keberkahan..
https://t.co/AoHY3m7dM8",0,0,0,0,0,0,0
3858,"@SantorinisSun Bocil mereka, senyumin aja dulu..
.
.
.
Ntar kalo ngelunjak, tinggal digeplak. https://t.co/jgplcsdHJX",0,0,0,0,0,0,0
3859,"@Adiiiinnnnnn Iya..
Belum istirahat tah mbak Andien..
Dah dari malam begadang lho.
Ntar sakit..
Mudik tah nanti ke Jogja ?? https://t.co/txVmkzpAin",0,0,0,0,0,0,0
3860,"@Adiiiinnnnnn Beliau menjadi kepala sekolah SMK Taman Siswa, Bandung..
Jalan Malabar..
Baru tau aku juga..

https://t.co/p3QMl2U8VU",0,0,0,0,0,0,0
3861,"@Adiiiinnnnnn Sugih tanpa bondo, digjaya tanpa aji.
Kartono.
Wartawan, kepsek di Bandung, dan kakak Kartini.
Merinding euy, baca kisah hidupnya..
https://t.co/vcnKjsAdGh).",0,0,0,0,0,0,0
3862,"@maman1965 @BuddhisGL Senyum dan sinar mata kebahagiaan terpancar jelas...
Terima kasih orang2 baik..
🙏🙏🙏",0,0,0,0,0,0,0
3863,@tjapoenglaut Aamiin...,0,0,0,0,0,0,0
3864,"@SantorinisSun Aku mah bosen, ngamati dari kemarin, mahasewanya g ada yang goodlooking..
Kalo bego ya minimal bersih gitu g kucel.
😑😑😑 https://t.co/2CFte1EeTd",0,0,0,0,0,0,0
3865,@ShuThio https://t.co/dY2E4RljAU,0,0,0,0,0,0,0
3866,"@wi_ndra Semoga, yang terbaik untukmu, mbak..
Tetap semangat..",0,0,0,0,0,0,0
3867,@monsterhiphoop https://t.co/dBv1z90OUt,0,0,0,0,0,0,0
3868,"Monstaaaaaa..
@monsterhiphoop 
Is that you ?? 😋😋😋",0,0,0,0,0,0,0
3869,"10 malam terakhir di bulan Ramadhan, kawan..
Salah satunya adalah malam seribu bulan..
Jangan sampai terlewatkan.. https://t.co/RphvmnPisg",0,0,0,0,0,0,0
3870,@DSasobarami Godluc.. 👌,0,0,0,0,0,0,0
3871,"@Cupidlucky2 🤣😋😋👍..
Eh iya, kemarin cantiiikkk pake kebaya.. https://t.co/aUe7OnsdBS",0,0,0,0,0,0,0
3872,"Lain kali mah keretanya nuwun sewu gitu, tadz, numpang lewat.. 
😐😐😐 https://t.co/B3ET5wVi4Z",0,0,0,0,0,0,0
3873,"@RonnyYulianto7 Yess..
Pagi bang Ronny.. https://t.co/feYri45qZE",0,0,0,0,0,0,0
3874,"Mahasewa Tengil Tak Berkutik..
Rakyat mana yang kalian wakilin ??

Seneng lihat aksi polisi ketiga memberikan jalan pada masyarakat yang akan berbuka puasa saat demo.
Bahkan sempat ngedorong angkot mogok segala..
😄😄😄
https://t.co/bLgHgx1PpK",0,0,0,0,0,0,0
3875,"Lebaran sebentar lagi..
Berpuasa dengan gembira..
Menahan lapar, menahan haus, menahan diri sedari kecil..

Happy weekend, kawan..
Selamat mudik bagi yang punya kampung halaman..

Tolong sampaikan salam persaudaraan dari kami..
Tetap jaga kesehatan..
🥳🥳🥳.. https://t.co/08SZy1qbrH",0,0,0,0,0,0,0
3876,@SantorinisSun Mahasewa repotnasi.. https://t.co/aTG0gg8EKt,0,0,0,0,0,0,0
3877,@heniunique Cookies untuk lebaran.... https://t.co/zXG5lwD82U,0,0,0,0,0,0,0
3878,"Eh ada yang minta perhatian... 😄😄😄
Emang dia siapa yaa.. ??
https://t.co/WqY5LvUbWt",0,0,0,0,0,0,0
3879,"@DSasobarami Aku yang makasih mas..
Jangan kapok ngadain GA lagi yaa.. 🙏🙏🙏 https://t.co/yPylbVxlJY",0,0,0,0,0,0,0
3880,"@Cupidlucky2 @DSasobarami Iyaaaa... Makasih..
Rezeki anak soleh..
🤣🤣🤣..
Seneng banget beut.. https://t.co/a3y37kIlGj",0,0,0,0,0,0,0
3881,"Selamat siang mas @DSasobarami 

Alhamdulillah, sarung GAnya dah sampe..
Cakep banget beut..
😍😍😍..

Terima kasih, semoga tambah berkah rezekinya, sehat dan bahagia..

Aamiin..

Hatur nuhun pisan..
🙏🙏🙏 https://t.co/IcRRZNpIJh",0,0,0,0,0,0,0
3882,Kapok ke Somad.. 😂😂😂 https://t.co/iPt00jeVVO,0,0,0,0,0,0,0
3883,"The power of netizens..
Udah viral baru kelabakan.. https://t.co/ibBFZ5PKPq",0,0,0,0,0,0,0
3884,"@arieanastasia2 Senang mendengarnya..
Sehat2 terus yaa.. https://t.co/08yD1JZJ0G",0,0,0,0,0,0,0
3885,"@arieanastasia2 Pagiii, pa kabar bidadari kecilnya..
Udah agak membaikkah ?? https://t.co/vzeXmyoLeK",0,0,0,0,0,0,0
3886,"@KamFoengAnn Kandangin aja..
Bomat apapun partainya..
Korupsi tetap korupsi..
Nemenin dia di penjara..
https://t.co/B2sJfIza6R",0,0,0,0,0,0,0
3887,"@AnastasiaNuning Aamiin..
Wah congratz... https://t.co/maj4CIqgzC",0,0,0,0,0,0,0
3888,Pagiii... https://t.co/RIReeVK8HP,0,0,0,0,0,0,0
3889,"@antasena_wisesa Cari pacar lagi dong..
Pacar bisa putus sambung..
Sahabat akan selalu ada dihati.

Lagian, kayak yang g laku aja..
🥳🥳🥳.

Tingkatkan kualitasmu..
Maka kamu akan menemukan seseorang yang lebih baik darinya..
👌👌👌 https://t.co/6LCs6raxhv",0,0,0,0,0,0,0
3890,@dwioktariyadi @P3nj3l4j4h_ID3 Cowok g perlu vaksin serviks..,0,0,0,0,0,0,0
3891,@Dark_Anger1 Udah dong.. https://t.co/EdselwZa3h,0,0,0,0,0,0,0
3892,"@P3nj3l4j4h_ID3 @KemenkesRI Gratis mulai tahun ini.

https://t.co/Hd97F7yZA4",0,0,0,0,0,0,0
3893,"@Herzaky__MP @jokowi 21.50 terpantau no 2 unggul.
👌 https://t.co/9S8DC9uoqb",0,0,0,0,0,0,0
3894,@benedictus82 Hello Amel... https://t.co/Oor4Itv1vs,0,0,0,0,0,0,0
3895,"Maliiiinggg... !!!
Elo yang korupsi, kita yang disuruh rebus peyek..
🥱🥱🥱...

Dirjen perdagangan luar negeri, Indrasari Wisnu Wardhana, tersangka korupsi migor yang bikin harga migor mahal.

Trus, ntar harga migor bisa turun lagi g yaa..
🤨🤨🧐 https://t.co/cjm7kaLzyA",0,0,0,0,0,0,0
3896,@budimandjatmiko @arieanastasia2 Aamiin.,0,0,0,0,0,0,0
3897,@fa7eab39818749d @arieanastasia2 Aamiin..,0,0,0,0,0,0,0
3898,@arieanastasia2 Semoga lekas sembuh untuk putri mungilnya.. https://t.co/2OfiN3WLdB,0,0,0,0,0,0,0
3899,Mantap.. https://t.co/JdP7GYvc50,0,0,0,0,0,0,0
3900,"@DSasobarami @collin_batigoal @ChRianlewar Hatur nuhun..
🙏🙏..

G sabar nungguin..
😆💃💃💃💃 https://t.co/Wu8or65lK3",0,0,0,0,0,0,0
3901,@monsterhiphoop G punya cinta.. https://t.co/ZupJUu9NEP,0,0,0,0,0,0,0
3902,"@AnindyatamaRsi 👍👍👍..
Pagiii https://t.co/EtnacwLD6d",0,0,0,0,0,0,0
3903,"@basaillive Setuju..
Selamat pagi.. https://t.co/e7HBTMpBUG",0,0,0,0,0,0,0
3904,"@KangDickyAjah Iya, pagi bang Dicky.. https://t.co/68TayJqmvo",0,0,0,0,0,0,0
3905,"Bukan Riau Mengaji..
Karena di mesjid tak cukup.

Sesungguhnya bulan Ramadhan adalah bulan penuh amalan.
Santri PP Lirboyo mengaji hingga luber ke jalan, tetapi tetap memberikan hak pengguna jalan..

Selamat pagi, Indonesia.
 https://t.co/5mdCnXF8p2",0,0,0,0,0,0,0
3906,@monsterhiphoop Mending goodday cappucino yak,0,0,0,0,0,0,0
3907,"@DSasobarami Mbak Yanti..
@ewink_tie 
Pantengin.. https://t.co/ao7QXHgpWV",0,0,0,0,0,0,0
3908,"Monsta..
@monsterhiphoop 
Jadi lo bisa mik kiranti sesudah ngajak Bryno halan2..
Ciusss... 👍👍👍",0,0,0,0,0,0,0
3909,@P3nj3l4j4h_ID3 Welcome kang mas..,0,0,0,0,0,0,0
3910,"@ewink_tie @DSasobarami Iya mbak Yanti.. Alhamdulillah..
Ssstt nanti mas D juga mo ngadain GA daster lho, pantengin twit2nya.. https://t.co/EzNe4Q1JtI",0,0,0,0,0,0,0
3911,"@DSasobarami @ChRianlewar Alhamdulillah..
Terima kasih mas, udah menangin GA..
Semoga bertambah banyak rezekinya dan barokah..
Aamiin..
Congratz untuk mbak Rian.
Alhamdulillah yak kita beruntung di malam Nuzulul Qur'an..
Cuss, meluncur DM..
😍😍😍 https://t.co/tVshyXbTfk",0,0,0,0,0,0,0
3912,@ADR_winwinxx @DSasobarami Aamiin...,0,0,0,0,0,0,0
3913,"@DSasobarami Bismillah, ikutan ahh..
Semoga berkah Ramadhan di malam Nuzulul Qur'an..
Aamiin.. https://t.co/COKS7MaF1h",0,0,0,0,0,0,0
3914,"Nonton ini siang2, batal g yaa..
🤔🤔😬..
 https://t.co/HgJ2Ntkbio",0,0,0,0,0,0,0
3915,@monsterhiphoop Anu apa ??,0,0,0,0,0,0,0
